metadata_deputy_id,personal_apellidos,personal_nombre,personal_circunscripcion,personal_fecha_eleccion,metadata_tipo_declaracion,seccion,item_index,actividad_periodo,actividad_empleador,actividad_sector,actividad_descripcion,donacion_benefactor,donacion_descripcion,fundacion_destinatario,fundacion_descripcion,otros_texto,firma_fecha,metadata_archivo_origen
000038,Valido García,Cristina,S/C Tenerife,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"Declaración de Actividades, de 2 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000038_interests_registro_intereses_diputado_38.pdf
000039,Poblador Pacheco,María Araceli,Alicante/Alacant,2 de agosto de 2023,,actividades,0.0,,Consejo de Administración Puerto de Alicante,,"Vocal del Consejo de Administración Puerto de Alicante, en situación de cese desde el 22.07.2023.",,,,,,,deputy_000039_interests_registro_intereses_diputado_39.pdf
000039,Poblador Pacheco,María Araceli,Alicante/Alacant,2 de agosto de 2023,,actividades,1.0,,Enseñanza Secundaria Obligatoria,,"Profesora de Enseñanza Secundaria Obligatoria hasta el 31 de julio de 2023, renunciando a las retribuciones de diputada desde el 23 al 31 de julio de 2023 y, desde el 1 de agosto de 2023, en situación de servicios especiales.",,,,,,,deputy_000039_interests_registro_intereses_diputado_39.pdf
000039,Poblador Pacheco,María Araceli,Alicante/Alacant,2 de agosto de 2023,,actividades,2.0,,Comisión Ejecutiva Provincial de Alicante del PSPV,,"Presidenta de la Comisión Ejecutiva Provincial de Alicante del PSPV, sin retribuciones.",,,,,,,deputy_000039_interests_registro_intereses_diputado_39.pdf
000040,Serrano Martínez,Juan Francisco,Jaén,2 de agosto de 2023,,actividades,0.0,,PSOE,,"Secretario de Organización Adjunto en el PSOE, sin retribución.",,,,,,,deputy_000040_interests_registro_intereses_diputado_40.pdf
000041,Jiménez Linuesa,Beatriz,Cuenca,2 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Cuenca,Cargos públicos,"Concejal del Ayuntamiento de Cuenca, sin dedicación exclusiva, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000041_interests_registro_intereses_diputado_41.pdf
000041,Jiménez Linuesa,Beatriz,Cuenca,2 de agosto de 2023,,actividades,1.0,,Cuerpo de maestros,Actividades públicas a las que ha renunciado,"Funcionaria de carrera del cuerpo de maestros, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000041_interests_registro_intereses_diputado_41.pdf
000041,Jiménez Linuesa,Beatriz,Cuenca,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000041_interests_registro_intereses_diputado_41.pdf
000042,Garrido Valenzuela,Irene,Pontevedra,2 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Vigo,Cargos públicos,"Concejala del Ayuntamiento de Vigo, sin dedicación exclusiva, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000042_interests_registro_intereses_diputado_42.pdf
000042,Garrido Valenzuela,Irene,Pontevedra,2 de agosto de 2023,,actividades,1.0,,Consello Galego de Universidades,Cargos públicos,"Vocal del Consello Galego de Universidades, sin retribución.",,,,,,,deputy_000042_interests_registro_intereses_diputado_42.pdf
000042,Garrido Valenzuela,Irene,Pontevedra,2 de agosto de 2023,,actividades,2.0,,Universidad de Vigo,Actividades públicas a las que ha renunciado,"Profesora Titular de la Universidad de Vigo, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000042_interests_registro_intereses_diputado_42.pdf
000043,Verano Domínguez,Bella,Huelva,2 de agosto de 2023,,,,,,,,,,,,,,deputy_000043_interests_registro_intereses_diputado_43.pdf
000044,Cuesta Rodríguez,María del Socorro,Segovia,2 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Espirdo,Cargos públicos,Alcaldesa del Ayuntamiento de Espirdo (Segovia).,,,,,,,deputy_000044_interests_registro_intereses_diputado_44.pdf
000044,Cuesta Rodríguez,María del Socorro,Segovia,2 de agosto de 2023,,actividades,1.0,,Segovia Sur,Actividades públicas a las que ha renunciado,"Presidenta de Segovia Sur, en situación de renuncia desde el 23.09.2023.",,,,,,,deputy_000044_interests_registro_intereses_diputado_44.pdf
000044,Cuesta Rodríguez,María del Socorro,Segovia,2 de agosto de 2023,,actividades,2.0,,"P.S.C.R., S.L.",Actividades privadas autorizadas,"Gestora de la empresa familiar P.S.C.R., S.L. dedicada principalmente a la exhibición de cine y teatro.",,,,,,,deputy_000044_interests_registro_intereses_diputado_44.pdf
000045,Pérez Coronado,Pablo,Segovia,2 de agosto de 2023,,,,,,,,,,,,,,deputy_000045_interests_registro_intereses_diputado_45.pdf
000046,Ramajo Prada,Óscar,Zamora,2 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Videmala (Zamora),Cargos públicos,"Teniente Alcalde del Ayuntamiento de Videmala (Zamora), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000046_interests_registro_intereses_diputado_46.pdf
000046,Ramajo Prada,Óscar,Zamora,2 de agosto de 2023,,actividades,1.0,,Mancomunidad de Aliste,Cargos públicos,"Miembro de la Mancomunidad de Aliste, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000046_interests_registro_intereses_diputado_46.pdf
000046,Ramajo Prada,Óscar,Zamora,2 de agosto de 2023,,actividades,2.0,,Consorcio Provincial de Bomberos de Zamora,Cargos públicos,"Vocal del Consorcio Provincial de Bomberos de Zamora, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000046_interests_registro_intereses_diputado_46.pdf
000046,Ramajo Prada,Óscar,Zamora,2 de agosto de 2023,,actividades,3.0,,Servicio Territorial de Cultura de la Delegación Territorial de la Junta de Castilla y León en Salamanca,Actividades públicas a las que ha renunciado,"Funcionario interino del Grupo A1 Técnico Superior en el Servicio Territorial de Cultura de la Delegación Territorial de la Junta de Castilla y León en Salamanca, en situación de servicios especiales.",,,,,,,deputy_000046_interests_registro_intereses_diputado_46.pdf
000046,Ramajo Prada,Óscar,Zamora,2 de agosto de 2023,,actividades,4.0,,Partido Popular en Zamora,Cargos en partidos ó grupos parlamentarios,"Vicesecretario de Organización del Partido Popular en Zamora, sin remuneración.",,,,,,,deputy_000046_interests_registro_intereses_diputado_46.pdf
000047,Teniente Sánchez,Cristina,Cáceres,2 de agosto de 2023,,,,,,,,,,,,,,deputy_000047_interests_registro_intereses_diputado_47.pdf
000048,Lorente Anaya,Macarena,Cádiz,2 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Rota (Cádiz),Cargos públicos,"Concejal en el Ayuntamiento de Rota (Cádiz), sin dedicación exclusiva, renuncia a la dieta por asistencia.",,,,,,,deputy_000048_interests_registro_intereses_diputado_48.pdf
000048,Lorente Anaya,Macarena,Cádiz,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,deputy_000048_interests_registro_intereses_diputado_48.pdf
000049,García López,Maribel,Badajoz,2 de agosto de 2023,,actividades,0.0,,Junta de Extremadura,Educación,"Funcionaria de carrera del Cuerpo de Maestros de la Junta de Extremadura, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000049_interests_registro_intereses_diputado_49.pdf
000049,García López,Maribel,Badajoz,2 de agosto de 2023,,actividades,1.0,,Junta de Extremadura,Educación,"Inspectora Provincial de la Delegación Provincial de Educación de Badajoz de la Junta de Extremadura, en situación de servicios especiales desde el 24.07.2023.",,,,,,,deputy_000049_interests_registro_intereses_diputado_49.pdf
000049,García López,Maribel,Badajoz,2 de agosto de 2023,,actividades,2.0,,Real Federación Española de Atletismo,Deportes,"Jueza árbitro de atletismo en la Real Federación Española de Atletismo, sin remuneración.",,,,,,,deputy_000049_interests_registro_intereses_diputado_49.pdf
000050,Díaz Marín,Raúl,Rioja (La),2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000050_interests_registro_intereses_diputado_50.pdf
000051,Rodríguez Calleja,Patricia,Ávila,2 de agosto de 2023,,actividades,0.0,,Partido Popular,Cargos en partidos o grupos parlamentarios,"Secretaría Ejecutiva de Familia, Igualdad y Reto Demográfico del Fecha del acuerdo plenario definitivo: 19.12.2023",,,,,,,deputy_000051_interests_registro_intereses_diputado_51.pdf
000051,Rodríguez Calleja,Patricia,Ávila,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 2 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREQ. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREQ, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000051_interests_registro_intereses_diputado_51.pdf
000052,Aizcorbe Torra,Juan José,Barcelona,2 de agosto de 2023,,actividades,0.0,,VOX,Gerencia del partido político,"Gerencia del partido político VOX, con retribución. Fecha del acuerdo plenario definitivo: 19.12.2023",,,,,,,deputy_000052_interests_registro_intereses_diputado_52.pdf
000052,Aizcorbe Torra,Juan José,Barcelona,2 de agosto de 2023,,actividades,1.0,,VOX,Gerencia del partido político,Cese en la gerencia del partido político VOX el 31 de diciembre de 2023. Fecha del acuerdo plenario definitivo: 21.03.2024,,,,,,,deputy_000052_interests_registro_intereses_diputado_52.pdf
000053,Sánchez García,José María,Alicante/Alacant,2 de agosto de 2023,,actividades,0.0,,Universidades Pontificia de Salamanca y Francisco de Vitoria,Docencia universitaria,"Docencia universitaria a partir de septiembre de 2023 en las Universidades Pontificia de Salamanca y Francisco de Vitoria, Madrid.",,,,,,,deputy_000053_interests_registro_intereses_diputado_53.pdf
000053,Sánchez García,José María,Alicante/Alacant,2 de agosto de 2023,,actividades,1.0,,Real Colegio de España,Actividades privadas autorizadas,"Vocal de la Junta de Patronato del Real Colegio de España en Bolonia, Italia, no retribuido.",,,,,,,deputy_000053_interests_registro_intereses_diputado_53.pdf
000053,Sánchez García,José María,Alicante/Alacant,2 de agosto de 2023,,actividades,2.0,,Fundación Tomás Moro,Actividades privadas autorizadas,"Vocal del Patronato de la Fundación Tomás Moro, Madrid, no retribuido.",,,,,,,deputy_000053_interests_registro_intereses_diputado_53.pdf
000053,Sánchez García,José María,Alicante/Alacant,2 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,deputy_000053_interests_registro_intereses_diputado_53.pdf
000054,Rallo Lombarte,Artemi,Castellón/Castelló,3 de agosto de 2023,,actividades,0.0,,Universidad Jaume I de Castellón,Derecho Constitucional,"Catedrático de Derecho Constitucional de la Universidad Jaume I de Castellón, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000054_interests_registro_intereses_diputado_54.pdf
000055,Floriano Corrales,Carlos Javier,Cáceres,3 de agosto de 2023,,actividades,0.0,,Universidad de Extremadura,Docencia,"Profesor Titular de la Universidad de Extremadura, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000055_interests_registro_intereses_diputado_55.pdf
000058,Ros Martínez,Susana,Castellón/Castelló,3 de agosto de 2023,,actividades,0.0,,PSOE,Cargos en partidos o grupos parlamentarios,"Miembro del Comité Federal del PSOE, no remunerable.",,,,,,,deputy_000058_interests_registro_intereses_diputado_58.pdf
000058,Ros Martínez,Susana,Castellón/Castelló,3 de agosto de 2023,,actividades,1.0,,PSPV-PSOE,Cargos en partidos o grupos parlamentarios,"Secretaria contra la Violencia de Género PSPV-PSOE, no remunerable.",,,,,,,deputy_000058_interests_registro_intereses_diputado_58.pdf
000059,Román Jasanada,Antonio,Guadalajara,3 de agosto de 2023,,actividades,0.0,,Hospital Federal Universitario del SESCAM en Guadalajara,Salud,"Facultativo Especialista de Área de Medicina Interna en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000059_interests_registro_intereses_diputado_59.pdf
000060,Ramírez Martín,María Lourdes,Granada,3 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Churriana de la Vega,Cargos públicos,"Concejal de Economía, Hacienda, Recursos Humanos y Gobernación (1º Teniente de Alcalde y Portavoz del Grupo Municipal), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000060_interests_registro_intereses_diputado_60.pdf
